id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14577360,Rental unit in Singapore · 1 bedroom · 1 bed · Private half-bath,2413412,Kaurus,Central Region,Outram,1.2841,103.84253,Private room,69,92,2,2018-07-23,0.03,93,356,0,
14582945,Place to stay in Singpapore  · 1 bedroom · 1 bed · 1 bath,47682311,Apple,West Region,Bukit Batok,1.34757,103.74873,Private room,88,92,1,2016-12-25,0.01,4,365,0,
14583967,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 3 baths,2413412,Kaurus,Central Region,Kallang,1.31001,103.86278,Private room,69,92,4,2021-03-31,0.05,93,356,0,
14602011,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,90599917,Charlene,Central Region,Novena,1.324,103.84069,Private room,60,92,0,,,1,0,0,
14682878,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,51192846,Enzo,Central Region,Orchard,1.303772957962849,103.83475343729631,Private room,60,92,0,,,3,365,0,
14682977,Rental unit in Singapore · 1 bedroom · 1 bed · 0 baths,51192846,Enzo,Central Region,Geylang,1.31361,103.88422,Private room,27,180,0,,,3,364,0,
14701395,Rental unit in Singapore · 1 bedroom · 4 beds · 1 bath,45661681,Betty,Central Region,Novena,1.32157,103.84297,Entire home/apt,154,92,2,2019-08-17,0.03,11,364,0,
14901562,Rental unit in Singapore · 1 bedroom · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30805,103.86338,Private room,49,92,1,2017-02-25,0.01,70,326,0,
14902239,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30998,103.86369,Private room,38,92,1,2017-03-11,0.01,93,326,0,
14926743,Condo in Jurong East · 1 bedroom · 1 bed · 2 baths,10960217,Elizabeth,West Region,Jurong East,1.3446,103.73346,Private room,68,92,2,2017-07-29,0.03,1,0,0,
14938335,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,54324125,Angela,Central Region,Novena,1.32728,103.8507,Private room,69,92,0,,,5,0,0,
14940462,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,54324125,Angela,Central Region,Novena,1.32826,103.85111,Private room,89,92,0,,,5,0,0,
14953906,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Outram,1.28359,103.84242,Private room,59,92,2,2016-12-09,0.02,93,357,0,
14954546,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,93089312,Li,Central Region,Geylang,1.31573,103.88485,Private room,145,92,0,,,1,0,0,
15001844,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,94622308,Gayathri,North-East Region,Serangoon,1.35141,103.86968,Private room,65,180,0,,,1,0,0,
15100514,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 baths,21149720,Mike,Central Region,Kallang,1.31297,103.85998,Entire home/apt,246,92,2,2018-03-18,0.03,16,0,0,
15229173,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,29131068,Henry,East Region,Bedok,1.31163,103.93572,Private room,137,92,0,,,2,0,0,
15238692,Rental unit in Singapore · 1 bedroom · 2 beds · 2 baths,41875762,Yew Chin,West Region,Jurong West,1.34313,103.68921,Private room,40,180,0,,,1,0,0,
15274648,Rental unit in Singapore · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,1584407,Richard,Central Region,Marine Parade,1.30494,103.90306,Entire home/apt,299,92,11,2020-01-29,0.14,4,0,0,
15310627,Loft in Singapore · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,30613375,Qing,Central Region,Outram,1.27703,103.8437,Entire home/apt,180,92,68,2022-12-05,0.80,1,0,1,
15316856,Home in Singapore · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,1386714,Cindy,East Region,Pasir Ris,1.36458,103.97062,Private room,50,92,49,2020-01-17,0.58,1,234,0,
15364942,Home in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.31675,103.91272,Private room,72,92,6,2023-06-23,0.08,39,282,2,
15365213,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.32531,103.91656,Private room,130,92,0,,,39,241,0,
15367409,Rental unit in Singapore · ★4.25 · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Geylang,1.31552,103.88215,Private room,33,92,4,2020-12-04,0.05,62,326,0,
15379742,Condo in Singapore · 1 bedroom · 1 bed · 1 bath,98310459,Diana,Central Region,Tanglin,1.31723,103.83244,Private room,150,92,0,,,1,0,0,
15389076,Condo in Singapore · ★4.85 · 1 bedroom · 1 bed · 1 private bath,78364359,Tony,West Region,Jurong West,1.34421,103.71932,Private room,88,92,21,2019-08-07,0.33,1,349,0,
15406706,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.31053,103.86075,Private room,47,92,1,2018-04-17,0.02,93,326,0,
15428715,Home in Singapore · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,44761306,Paul,Central Region,Queenstown,1.27762,103.78745,Private room,65,92,24,2020-09-03,0.29,1,0,0,
15441196,Rental unit in Singapore · ★4.83 · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30983,103.86232,Private room,59,92,6,2021-08-31,0.07,93,326,0,
15454153,Condo in Singapore · ★4.68 · 2 bedrooms · 3 beds · 2 baths,2327574,Juliana,East Region,Pasir Ris,1.35488,103.96519,Entire home/apt,210,92,19,2021-08-26,0.24,2,226,0,
15475788,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31348,103.86046,Entire home/apt,246,92,0,,,16,0,0,
15487894,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,97878860,Chess,Central Region,Kallang,1.3085,103.86112,Private room,49,92,2,2017-07-16,0.02,62,326,0,
15492056,Rental unit in Singapore · ★4.25 · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31212,103.86059,Entire home/apt,273,92,4,2018-03-28,0.06,16,0,0,
15508557,Guesthouse in Singapore  · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,47682311,Apple,West Region,Bukit Batok,1.34724,103.74834,Private room,86,92,5,2017-07-22,0.06,4,365,0,
15538540,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Geylang,1.31548,103.8821,Private room,49,92,1,2016-10-17,0.01,93,326,0,
15539906,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,97397042,Siew Yin,Central Region,Kallang,1.31982,103.85761,Private room,25,180,0,,,1,0,0,
15619288,Rental unit in Singapore · ★4.0 · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.3093,103.8588,Entire home/apt,246,92,6,2018-06-02,0.08,16,0,0,
15634389,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31165,103.86019,Entire home/apt,246,92,1,2017-09-13,0.01,16,0,0,
15651261,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,20049904,Lenneth,Central Region,Bukit Merah,1.27735,103.83875,Private room,45,92,0,,,2,0,0,
15687109,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,100661714,Phillip,North-East Region,Serangoon,1.37451,103.87284,Private room,200,92,6,2020-04-19,0.12,3,0,0,
15722252,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,29131068,Henry,East Region,Bedok,1.31204,103.93769,Private room,100,92,0,,,2,0,0,
15727280,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31215,103.86168,Entire home/apt,273,92,1,2017-05-07,0.01,16,0,0,
15749275,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31188,103.85991,Entire home/apt,246,92,0,,,16,0,0,
15765810,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,101926374,Yingying,Central Region,Toa Payoh,1.33537,103.84462,Shared room,50,240,0,,,1,0,0,
15773382,Rental unit in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,102007408,Geo,Central Region,Novena,1.32257,103.84395,Private room,65,92,4,2020-02-06,0.05,1,0,0,
15775439,Condo in Singapore · 1 bedroom · 1 bed · 1 shared bath,6689302,Fiona,West Region,Bukit Panjang,1.37466,103.76596,Private room,38,92,2,2020-07-09,0.04,1,88,0,
15775531,Guesthouse in Singapore · 1 bedroom · 1 bed · 1 private bath,102027164,Amanda,North Region,Sembawang,1.45152,103.81413,Private room,28,180,1,2018-12-20,0.02,2,0,0,
15792137,Aparthotel in Singapore · ★4.77 · 1 bedroom · 1 bed · 1 bath,23336011,Heritage,Central Region,Outram,1.28156,103.84489,Entire home/apt,148,1,127,2023-08-28,1.54,62,361,14,S0457
15792808,Aparthotel in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 bath,23336011,Heritage,Central Region,Outram,1.28243,103.84677,Entire home/apt,164,1,183,2023-08-25,2.23,62,357,29,S0457
15813099,Townhouse in Singapore · 3 bedrooms · 3 beds · 1.5 baths,1521514,Elizabeth,Central Region,Newton,1.30933,103.84064,Entire home/apt,200,92,1,2016-12-31,0.01,7,91,0,
15850202,Home in Singapore · 1 bedroom · 1 bed · 2 baths,29427922,Luis,North-East Region,Sengkang,1.39892,103.87283,Private room,68,180,0,,,1,0,0,
15918822,Rental unit in Singapore · ★4.91 · 1 bedroom · 1 bed · 2 baths,85231832,Pay Nee Amber,Central Region,Queenstown,1.29934,103.78719,Entire home/apt,381,7,11,2023-08-14,0.33,3,349,5,Authorised Serviced Apartment
15919067,Rental unit in Singapore · ★4.15 · 1 bedroom · 1 bed · 2 baths,85231832,Pay Nee Amber,Central Region,Queenstown,1.29759,103.78741,Entire home/apt,350,7,13,2023-08-12,0.17,3,362,3,Authorised Serviced Apartment
15919162,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,85231832,Pay Nee Amber,Central Region,Queenstown,1.29828,103.78922,Entire home/apt,341,92,1,2021-01-14,0.03,3,325,0,
15933531,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,2413412,Kaurus,Central Region,Outram,1.283,103.84175,Private room,40,92,1,2017-03-03,0.01,93,357,0,
15965563,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,103692249,Meganathan,West Region,Jurong West,1.34679,103.69814,Private room,25,180,1,2018-11-21,0.02,1,365,0,
15978100,Rental unit in Singapore · ★3.50 · 1 bedroom · 1 bed · 1 private bath,102918859,Yajie,East Region,Bedok,1.31708,103.93429,Private room,89,92,7,2021-12-17,0.10,1,0,0,
15991345,Townhouse in Singapore · ★4.79 · 1 bedroom · 1 bed · 1 bath,1521514,Elizabeth,Central Region,Newton,1.31268,103.83774,Private room,70,92,29,2020-01-12,0.35,7,365,0,
16005440,Condo in Singapore · 2 bedrooms · 2 beds · 2 baths,10855869,George,North-East Region,Punggol,1.39828,103.91404,Private room,85,92,0,,,1,0,0,
16006904,Townhouse in Singapore · ★4.83 · 1 bedroom · 1 bed · 1 bath,1521514,Elizabeth,Central Region,Newton,1.3114,103.83911,Private room,79,92,12,2020-01-31,0.17,7,365,0,
16007139,Townhouse in Singapore · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,1521514,Elizabeth,Central Region,Novena,1.31234,103.84297,Private room,85,92,12,2019-12-30,0.15,7,365,0,
16008908,Rental unit in Singapore · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,11390076,Tryston,Central Region,Toa Payoh,1.34408,103.84098,Private room,58,90,5,2019-05-14,0.07,8,327,0,Authorised Serviced Apartment
16036564,Townhouse in Singapore · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,4705949,Kit,East Region,Tampines,1.34159,103.95805,Private room,89,93,11,2020-11-22,0.13,1,89,0,
16044788,Rental unit in Singapore · ★4.36 · 1 bedroom · 1 bed · 1 private bath,11390076,Tryston,Central Region,Newton,1.30641,103.84045,Private room,106,93,14,2020-01-01,0.17,8,363,0,
16054752,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,104193036,Albert,West Region,Jurong West,1.34313,103.68701,Private room,58,180,1,2016-12-08,0.01,2,0,0,
16057988,Rental unit in Singapore · ★4.80 · 1 bedroom · 4 beds · 1 bath,772728,Sunrise,Central Region,Queenstown,1.2803,103.78528,Entire home/apt,388,92,35,2019-08-04,0.46,2,180,0,
16059067,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,104193036,Albert,West Region,Western Water Catchment,1.34406,103.68659,Private room,49,180,1,2017-12-05,0.01,2,1,0,
16110969,Hostel in Singapore · ★4.0 · 1 bedroom · 10 beds · 5 baths,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Private room,279,92,10,2019-11-03,0.13,15,80,0,
16118606,Rental unit in Singapore · ★4.93 · Studio · 1 bed · 1.5 baths,11463785,Dianne,Central Region,Kallang,1.31721,103.85684,Entire home/apt,92,92,15,2020-10-04,0.18,8,357,0,
16140165,Rental unit in Singapore · ★4.21 · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31044,103.86078,Entire home/apt,273,92,28,2019-12-08,0.35,16,0,0,
16149105,Bungalow in Singapore · 1 bedroom · 1 bed · 1.5 baths,68059127,Wei,East Region,Bedok,1.32373,103.91641,Private room,170,92,1,2018-12-01,0.02,36,115,0,
16149534,Villa in Singapore · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,East Region,Bedok,1.32516,103.91487,Private room,140,92,0,,,36,0,0,
16149684,Villa in Singapore · 1 bedroom · 2 beds · 1 private bath,68059127,Wei,East Region,Bedok,1.32362,103.9146,Private room,200,92,1,2020-01-01,0.02,36,141,0,
16150227,Home in Singapore · ★4.75 · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,East Region,Bedok,1.31844,103.91237,Private room,100,92,4,2021-09-23,0.08,36,295,0,
16150642,Home in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,68059127,Wei,East Region,Bedok,1.31703,103.91242,Private room,130,92,4,2021-11-15,0.08,36,330,0,
16155549,Rental unit in Singapore · 1 bedroom · 1 bed · 1 shared bath,91481229,Lin,Central Region,Toa Payoh,1.33514,103.85017,Private room,4000,92,0,,,1,180,0,
16177101,Hostel in Singapore · ★4.22 · 1 bedroom · 16 beds · 6 shared baths,46545593,Meadows,Central Region,Kallang,1.31252,103.86088,Shared room,24,92,89,2019-06-28,1.07,15,1,0,
16183428,Hostel in Singapore · ★4.18 · 1 bedroom · 16 beds · 1 bath,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Hotel room,47,92,11,2019-10-15,0.14,15,364,0,
16185665,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,Central Region,Outram,1.2841,103.84253,Private room,40,92,0,,,70,357,0,
16206947,Rental unit in Singapore · 1 bedroom · 1 bed · 2 baths,54324125,Angela,North-East Region,Ang Mo Kio,1.39604,103.84924,Private room,89,92,0,,,5,0,0,
16209070,Rental unit in Singapore · 1 bedroom · 1 bed · 2 shared baths,8948251,Joey,Central Region,Outram,1.2833,103.84368,Private room,39,92,1,2016-12-13,0.01,70,357,0,
16213115,Hostel in Singapore · ★4.06 · 1 bedroom · 10 beds · 6 shared baths,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Hotel room,225,92,18,2020-02-03,0.22,15,1,0,
16213146,Rental unit in Singapore  · 1 bedroom · 1 bed · 1 bath,54324125,Angela,Central Region,Novena,1.32796,103.84058,Private room,69,92,1,2017-03-08,0.01,5,0,0,
16213361,Rental unit in Novena  · 1 bedroom · 1 bed · 2 baths,54324125,Angela,North-East Region,Serangoon,1.35641,103.86726,Private room,109,92,0,,,5,0,0,
16220808,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,2413412,Kaurus,Central Region,Kallang,1.30768,103.8634,Private room,49,92,1,2018-06-24,0.02,93,326,0,
16243464,Condo in Singapore · 1 bedroom · 1 bed · 1.5 baths,106191222,Varsha,East Region,Bedok,1.328848,103.913361,Entire home/apt,60,92,0,,,1,362,0,
16260783,Bungalow in Singapore · ★4.80 · 1 bedroom · 1 bed · 1 private bath,24496358,Katherine,East Region,Bedok,1.3255,103.91599,Private room,130,92,5,2020-03-18,0.07,39,302,0,
16309636,Condo in Singapore · ★4.84 · 1 bedroom · 1 bed · 3 shared baths,49380207,Ong,Central Region,Outram,1.28373,103.84347,Private room,88,92,68,2021-12-05,0.83,7,365,0,
16370834,Townhouse in Singapore · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,5423329,Jerome,North-East Region,Serangoon,1.38703,103.87264,Private room,90,92,35,2023-04-26,0.43,2,363,1,
16395877,Home in Singapore · 3 bedrooms · 4 beds · 3.5 baths,84411185,Darren,Central Region,Southern Islands,1.25312,103.82374,Entire home/apt,8900,92,0,,,2,0,0,
16411791,Home in Singapore · 1 bedroom · 1 bed · 1 bath,107540964,Eastern,Central Region,Marine Parade,1.30212,103.89493,Private room,60,30,2,2017-01-13,0.02,3,329,0,Authorised Serviced Apartment
16424205,Townhouse in Singapore · ★5.0 · 1 bedroom · 1 bed · 1 private bath,51481829,Shulin,West Region,Bukit Batok,1.37738,103.7586,Private room,180,92,9,2017-03-19,0.11,3,358,0,
16427874,Hostel in Singapore · ★4.36 · 1 bedroom · 2 beds · 5 shared baths,12067440,Peggy,Central Region,Kallang,1.3117,103.86028,Private room,218,1,33,2023-08-05,0.41,14,355,15,S0251
16428014,Hostel in Singapore · ★4.59 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,Central Region,Kallang,1.3117,103.86028,Private room,113,1,106,2023-09-18,1.30,14,354,40,S0251
16429519,Hostel in Singapore · ★4.57 · 1 bedroom · 1 bed · 5 shared baths,12067440,Peggy,Central Region,Kallang,1.3117,103.86028,Private room,80,1,51,2022-11-29,0.62,14,355,3,S0251
16462052,Townhouse in Singapore · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,51481829,Shulin,West Region,Bukit Batok,1.37723,103.75837,Private room,160,92,17,2017-06-18,0.21,3,358,0,
16477283,Townhouse in Singapore · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,51481829,Shulin,West Region,Bukit Batok,1.37741,103.75807,Private room,160,92,19,2017-10-04,0.23,3,358,0,
16495388,Rental unit in Singapore · 1 bedroom · 1 bed · 1 private bath,28599355,Harry,Central Region,Bukit Merah,1.27329,103.83743,Private room,200,95,0,,,1,89,0,
16502098,Home in Singapore · ★4.55 · Studio · 2 beds · 2 shared baths,108417270,Nargis,East Region,Bedok,1.31889,103.91243,Private room,42,92,141,2020-02-09,1.80,3,179,0,
16503238,Home in Singapore · 1 bedroom · 2 beds · 1 shared bath,36773968,Winnie,West Region,Bukit Batok,1.36034,103.76572,Private room,60,92,1,2019-01-29,0.02,1,363,0,
16519375,Condo in Singapore · ★4.59 · 2 bedrooms · 2 beds · 1.5 shared baths,108476315,Jane,Central Region,River Valley,1.29732,103.8397,Private room,59,92,18,2021-07-12,0.31,2,341,0,
16522880,Hostel in Singapore · ★4.13 · 2 bedrooms · 12 beds · 6 baths,100353323,Royal,Central Region,Outram,1.28489,103.84293,Hotel room,30,92,15,2019-09-10,0.18,6,181,0,
16524551,Hostel in Singapore · ★4.73 · 1 bedroom · 10 beds · 6 baths,100353323,Royal,Central Region,Outram,1.28489,103.84323,Hotel room,31,92,11,2019-12-13,0.14,6,181,0,
16552273,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,8948251,Joey,Central Region,Kallang,1.30747,103.86212,Private room,49,92,1,2018-10-31,0.02,70,326,0,
16565287,Townhouse in Singapore · ★4.48 · 1 bedroom · 1 bed · 1 private bath,47866620,Nanda,Central Region,Kallang,1.31402,103.85493,Private room,44,92,82,2021-12-31,1.01,9,358,0,
16578603,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,63207270,Jiaquan,North Region,Yishun,1.4182,103.83669,Private room,21,365,2,2017-03-29,0.02,1,364,0,
16621264,Condo in Singapore · ★4.46 · 1 bedroom · 2 beds · 1 bath,108219571,Clement,Central Region,River Valley,1.29666,103.8371,Entire home/apt,130,92,13,2017-05-02,0.16,1,0,0,
16650721,Bungalow in Singapore · 1 bedroom · 1 bed · 1 private bath,28809566,Property,North Region,Sembawang,1.44154,103.82184,Private room,122,92,1,2018-10-08,0.02,5,364,0,
16677104,Rental unit in Singapore · 1 bedroom · 2 beds · 1 bath,21149720,Mike,Central Region,Kallang,1.31264,103.85647,Entire home/apt,246,92,1,2018-09-18,0.02,16,0,0,
16701352,Rental unit in Tanjong Pagar · ★4.91 · 1 bedroom · 1 bed · 1 bath,66406177,Jay,Central Region,Downtown Core,1.27343,103.8456,Entire home/apt,137,92,35,2021-04-03,0.46,144,0,0,
16742820,Serviced apartment in Singapore · ★4.75 · Studio · 1 bed · 1 bath,111065775,Joyce,Central Region,River Valley,1.29719,103.83861,Hotel room,210,6,12,2020-02-28,0.15,18,364,0,Authorised Serviced Apartment
16743909,Serviced apartment in Singapore · ★4.50 · Studio · 1 bed · 1 bath,111065775,Joyce,Central Region,River Valley,1.29685,103.83809,Hotel room,210,6,19,2019-09-01,0.24,18,358,0,Authorised Serviced Apartment
